order_id,product_id,quantity,customer_id,order_date,transaction_status,transaction_method
1152331a-792a-445b-9238-98059bff5e83,1WX2GQ3PV37,25,01HQP4D2VZYR34GJH15YNZTNJZ,2023-06-07,completed,Apple Pay
120148b7-3269-4434-8b27-e3cee5486f13,6M80YW4FG10,75,01HQP4D02H8S7PR99DHAYTSPYW,2023-05-06,cancelled,credit card
123109de-7007-48b0-ad71-714d10f328f5,9RX4FC8EN00,85,01HQP4D4VY8TA81C6MCW4QW07Q,2023-05-07,pending,Apple Pay
12411945-5d90-4f5e-9ea2-a3bac4e21f3c,7D09QR6MQ04,83,01HQP4D48E18CBV2N8MQKWGGZG,2023-05-17,in progress,Apple Pay
1258ba01-491c-41c9-ad6f-8985bcfb80e6,5WY1G98FX63,93,01HQP4D6FCKXJHEP749D1GRP2M,2023-07-28,completed,credit card
125c0272-9612-4116-a01d-b0bfafd48fd3,5W89AE4RK75,97,01HQP4D4MJ47MGZ929EYG391JR,2023-07-19,pending,Venmo
12939a20-358c-44ec-becb-ad7f910fb863,8AT0WD1CV64,29,01HQP4D6PYA2F0A1EZRM9CTFN8,2023-04-22,completed,Venmo
131e890e-8f2b-45e3-8b32-262d470251d2,8GY5M75JD44,98,01HQP4D4SWZYEDVVFAFHRX78Q2,2023-10-23,failed,Apple Pay
140e1fe3-5c53-41c9-8043-e1401d696650,6FV4U47WK44,66,01HQP4D4HHZNZXFAVV5T8J57E9,2023-03-18,pending,PayPal
14147ca5-2407-482f-b63e-be6e4ab5a565,3M19DG1GJ41,14,01HQP4D1C72DXR6YYEW50ENRR2,2023-04-01,pending,Venmo
143193a7-14ed-47e9-85c3-5d32fa0a4cde,6K49P59MK21,67,01HQP4D3574CSG2RBDJSC253DT,2023-08-03,completed,credit card
14393f03-5008-4c2b-9e36-475c488c4a69,4XF8TG5CD85,72,01HQP4D346QJPYJ2VW08DB5JTT,2023-03-24,in progress,Venmo
1504131b-47f5-48c5-9425-16a37a0bc875,6C91Y31QY35,84,01HQP4D40MNYJNVB84QQY9A4HX,2024-02-15,pending,debit card
154196fb-f9fa-4d6a-b9e1-09ebbfc2cfc6,9XR3KP7YH85,20,01HQP4D6M0Y1P41C7KABS57VHD,2023-06-02,cancelled,Google Pay
15e7d5cc-049c-436f-b40b-1e69c7b60b65,2CJ6H16UT32,7,01HQP4D02W8E1VCER9PZK5EYDF,2023-10-18,pending,Apple Pay
16145ec9-9895-4681-b6d3-386d7bad5a90,8WD2KN6XG72,98,01HQP4D3ZB6W8PZM6DDRNBMMJF,2023-05-11,cancelled,PayPal
1618d4f8-624b-4221-9cf8-db021d89fefe,5CU0YK2UU75,96,01HQP4D53MKKN9H2FM2RC6CZ5E,2023-05-14,failed,Apple Pay
171ecc71-5e3a-48ac-b346-c32a1f30d7ba,8TN4MR0MG12,79,01HQP4D46VN2WPVRE7WMN4WZCR,2023-02-27,pending,Apple Pay
175076d9-9fa8-4ccc-a5de-1f9b733ef97c,2G08AR3RT08,42,01HQP4D6FT82R95B43M7C64Y3Y,2023-10-12,in progress,debit card
176cd5c6-f445-44f8-9545-a95f42e2ea3e,7TR0XX9GT74,75,01HQP4D6DVT5MVSPHY9QADHZVF,2023-05-10,failed,Google Pay
18b09293-ccff-43ea-96f8-2803ea579f86,5W60EF8NC85,42,01HQP4D1C5VFA4DMEFKJKWTG7D,2024-02-23,in progress,Apple Pay
195f36b7-dc05-418c-989e-727bb5339329,1WK4U99MM89,44,01HQP4D6E2166HAB08DPAD9J8F,2023-09-25,pending,PayPal
19f6b889-d1b4-4c0a-8b25-ea82c0c6d274,8DJ2RX7WT05,67,01HQP4D3574CSG2RBDJSC253DT,2024-02-23,pending,debit card
1a0eb4a4-c7ca-4e65-8faa-2202584f1bf0,5C94G00NV64,41,01HQP4D321RC1CGNREYZAZJDSD,2023-06-08,in progress,debit card
1b0980e7-f662-4bb1-a46c-de25dc7123cc,5TD5FY6VD00,6,01HQP4D5ADG024W0B01ZJKGDWA,2023-08-01,failed,credit card
1b75abcb-b85f-421e-8ac3-1c33324abc98,4H40AP6KN52,23,01HQP4D4H59PYWEN76C44HDSMK,2023-06-12,failed,Apple Pay
1ba3f77b-4700-4c55-992f-f0c6551f755a,9YT2TY0MJ74,36,01HQP4CZT68YPNV9P8ZWCJHPST,2024-01-05,failed,Google Pay
1c52bcbb-90b7-4f45-a063-396d95d0bdaa,7M60C98JA32,43,01HQP4D6EBMA6FEY5RZW3CKBD7,2023-07-12,cancelled,PayPal
1c8ddc25-c59f-4821-bcbf-616616f44c65,8NE5X18FU50,7,01HQP4D6DGY6XKYS1AHV3CJG7E,2023-05-25,pending,debit card
1ca3c6ab-553d-47c9-bd1a-a4983f54f207,8WK6E16EY82,66,01HQP4D4WRK64KA7SHGZZRW84C,2024-02-25,cancelled,PayPal
1d160eeb-686e-4de5-9cf8-b78c0032552e,4FN1XJ1QF33,39,01HQP4D6DHXYP83DFSWG71MEMV,2023-08-29,cancelled,PayPal
1daff4fd-f984-4f29-8ba8-a3fd52917aad,3QM2QJ2PD04,70,01HQP4D6E4P2ZHQWQDWF0V6X7S,2023-11-25,cancelled,Apple Pay
1dccb836-f17a-472f-8a20-c0418cc9d995,2DE8UW5MJ89,78,01HQP4D5BZDQ70F7R1MDAPHC0R,2023-12-13,pending,PayPal
1e0c7d1c-b835-4023-be84-280f47d0421e,6HP6PN8HR49,35,01HQP4D40KWRK2DHSQQV1HHRXH,2023-03-07,cancelled,debit card
1e223db5-b8ae-4e9c-890b-f566463ae4c7,6W53XX0VH98,8,01HQP4CZRR1RVKB0AF251YYYXQ,2023-11-06,completed,PayPal
1e444cbc-dbbb-49e8-af3b-4fe2ddc42678,2TJ3M64NW79,50,01HQP4D798WSB8VNPPPHYSPHYY,2023-03-24,completed,Apple Pay
1e74a4b1-4268-4c98-82ae-f82d74dc94aa,7WA4RJ0NC67,14,01HQP4D6DJWKKWCKY4JWDEYD82,2024-02-02,completed,PayPal
1ede96d3-48ad-479a-845f-d2ad68fa02e4,1NW1NY0PP73,7,01HQP4D4WSKM7HRK76MS8QETW0,2024-01-14,completed,debit card
1ee7a5a4-6d36-4bb3-a591-15147c74b26a,5H50PH9ER98,11,01HQP4D1CTQVXVD0ASD61TGDQ7,2023-09-10,completed,Apple Pay
1f148f02-e1f8-4b5e-a07f-40e22ace03e8,3RP5J00EF93,10,01HQP4D6PR18JT16051Y0PHSNN,2023-09-01,pending,Venmo
1f95bfd1-c9e2-4699-b1f9-3a860ca1f607,8MF3HR6NM68,12,01HQP4D537NN4G30BJC2EE8324,2023-06-07,cancelled,Google Pay
201d89fd-cc17-4711-a6c8-c95bf9fc35dc,4UD0GJ2CP77,88,01HQP4D6E7GESWDFMJ67XPM2S0,2023-04-28,failed,debit card
2048f876-5b81-411d-a3c6-6c9d2b6e62a2,3E62CP6XT50,25,01HQP4D6GBVATM75E4CEPE073P,2023-07-23,in progress,PayPal
20630a75-9550-423b-8437-fd62f77e7c9b,7DW4G31GN88,75,01HQP4D6DRGAQDVP7E606BWYWB,2024-02-05,cancelled,Venmo
21f718ea-f79c-429b-8838-6464fd389ff1,6AX3VG7UD97,15,01HQP4D5AF65KZWACSPRQ5DHPJ,2023-03-31,cancelled,debit card
224e2ae9-004a-4b23-9456-e6e00a186231,5D72V31EC25,79,01HQP4D6JMNQSQ6FWYZYTRDFQX,2023-04-26,completed,Apple Pay
22524a30-bbef-450b-9083-ba1ac147d3cf,5T86YT9HV15,16,01HQP4D038Z600N5A1GBB5476W,2023-08-16,failed,debit card
2252f760-04de-43e3-8bf6-0c13ea65a4e2,1DW6N60KX24,23,01HQP4D6EAQ5KZV8218WBEQMB4,2023-09-02,completed,Apple Pay
22560953-2c68-4934-89a3-db81fd2fbb1d,4GM0V18FG35,55,01HQP4D5B9WZXV40J2MHB1BAJK,2024-02-09,completed,credit card
226f414e-61e4-4df0-9c12-4af17facf6b0,7D70DM1NP58,10,01HQP4D47T7SQX66VW892DH8GZ,2023-11-22,pending,Apple Pay
2279eef3-050e-4e30-94b1-07ff79c54205,6J05DK5NE29,31,01HQP4D323Z52DZTP709PH2SK4,2023-06-15,failed,Venmo
22a8fe35-2deb-434a-97a8-302446ae94ce,9U13KC2FP38,32,01HQP4D3ZHX6Q8HT4BYDQ32SKX,2023-05-25,failed,Venmo
22b0cd09-e117-4b90-8925-bc02c6c496fa,6N40G90TU39,88,01HQP4D2TBYAWYY5AFYS7SK90T,2023-11-11,pending,credit card
22eb0bdf-b770-4d4f-806a-54f681eee14f,8T91R76RF07,86,01HQP4D4MMTSY7TJXMS8T3XY9F,2023-04-26,cancelled,credit card
22f4d1e5-8a3a-432d-b824-ed63aa38f7dd,1GK7TP1GE63,98,01HQP4CZRWFWBFMES4C8NXFR4W,2023-11-25,completed,debit card
23b87ff6-00d9-4af9-a6c3-c87e93eb7663,7XR1KY0NP64,8,01HQP4D6EBMA6FEY5RZW3CKBD7,2023-04-12,in progress,Apple Pay
244463b8-c29c-4184-95cd-c671dfaa865b,3QQ2X11MX98,20,01HQP4D5BXW9BBGA3JM7A6XFND,2023-07-14,completed,Venmo
24cb7512-6d2b-4723-ba96-c9149056c8cf,2RV9CN0YC25,80,01HQP4D79PWPXRJNFASHJCWKQZ,2023-09-18,pending,Apple Pay
264eba37-9deb-4f19-a53b-5563a2754cf8,9M18TN6WH22,49,01HQP4D4HE4WJ4D9ZW00KJPGF3,2023-03-13,pending,credit card
267a8e6c-a560-4059-9fe7-4288b9fd8df5,4DA2QM4VC71,74,01HQP4D4M0RFRS6AQGT047NA6Z,2023-03-23,cancelled,PayPal
2688a7de-b55d-446b-941b-e14b53e82766,7VU4WR6CR12,65,01HQP4D3Z0Q64DGDXXQ41Q7XNS,2023-03-21,completed,credit card
26908641-c500-40ca-bee8-40d9bfec3b95,3D78VD0UW70,59,01HQP4D6DXTW8PDXQYYHKNGE6E,2023-06-30,pending,debit card
26ab107a-d5e2-417c-91ff-0f1f0f2f64af,1AT9FC6UN05,66,01HQP4D4WMR9H5BCVJ0GJ3H1DG,2023-11-16,in progress,debit card
288ed371-8f1e-4fc6-a2e3-2991b9cac107,3N65UG9YV09,22,01HQP4D3YRRSGHMMABAHXGDBJ0,2024-01-18,completed,Apple Pay
289eff66-a6d0-41cf-b341-a0b71d150f3f,1W01T69JE65,66,01HQP4CZTBCJ4YRSHQPSGNPQCT,2024-01-15,in progress,Google Pay
28b61c34-775f-43f5-a545-8bfa111cc916,8KM5P47NP49,65,01HQP4D4N8Z7G3QNS18HAK9MJP,2023-12-18,in progress,Google Pay
29262fb4-f2dc-45f9-8add-845cb344838d,1EP3U22MP59,63,01HQP4D40EBTTZYRQRRWC4SFFB,2023-07-09,failed,debit card
299a62e9-2d75-4ae6-ba11-156f615df51a,9YC9YR2JD59,19,01HQP4D1C2TQDWW3YS72DMEYCT,2023-07-29,cancelled,Apple Pay
29de00f7-f6a6-4af0-a26d-81f971dd8a34,9E26TM8WE61,71,01HQP4D5AHK914V400RDT9ZRY9,2023-10-26,failed,debit card
29ec4f18-037c-452a-9ab7-80f0cf723753,4QK4QK4PX53,12,01HQP4D4HCPW2APFEVXXHHFTC2,2023-11-02,failed,debit card
29edabc1-c751-4fbf-87b6-9daa4696e1c1,5DR1M38YW11,66,01HQP4D40C72XTQ4XT96EKJAVB,2023-06-13,in progress,debit card
2a34c773-a085-47ed-93dd-661a88ff9251,8MM7MP4PW79,45,01HQP4CZQYFPBMK763BTDBQFC7,2023-06-09,cancelled,Venmo
2a61a2e8-756a-4354-907b-b6d5d173a7df,6JF7KC0ME02,25,01HQP4D6DHXYP83DFSWG71MEMV,2023-09-03,completed,debit card
2a7db6dc-b348-4cfd-9f3a-a21ad4c543ec,3GR7K88MQ97,53,01HQP4D5A94QWDV58YBY2C66VB,2024-01-31,completed,Apple Pay
2bd69aae-866c-4c29-8193-6c478ede9d7f,6KP8W20GD67,9,01HQP4D40FG2ZAAW8E4DE8DF95,2023-08-22,failed,Venmo
2cd5989c-efc1-4476-98e0-d78635e11463,9D20FR8HG96,12,01HQP4D5442Y7WW1GGBACC53NP,2023-12-07,failed,PayPal
2e5e87e2-f195-43d8-b2ab-018fdf6d2b44,7VY2N40KH94,16,01HQP4D6FQAZK7HVY6Z977F7R3,2023-03-10,failed,debit card
2e98b09d-3216-495f-839e-6d4318c16083,5D72V31EC25,2,01HQP4D54RR7VSMZWXAC9VX8QB,2023-05-15,cancelled,debit card
2fbe07f7-8034-4bf2-ab70-a1d9f1d9b75e,7WY7AR5WT83,82,01HQP4D35AGTABNVNP2M12GX45,2023-05-02,completed,PayPal
2ffee9c6-be40-4dea-bb26-757d9e08aa1f,6AQ0QD0VQ97,44,01HQP4D5ATHKWYY7S2SKGZ8Z78,2024-02-17,pending,PayPal
302a9db4-8cb8-4df8-a2d5-624fe6fdb8ef,2D38JA4DJ58,94,01HQP4D34BADQXT17J1CPQ64S2,2024-02-10,failed,Venmo
30a46ac9-d82a-433e-90db-02d7ad4fffcc,9C71A69AA07,22,01HQP4D47QFY2QSX1D38BCPZ88,2023-05-08,failed,debit card
30b9247d-ad22-4952-8df3-4b2da5678bef,3MN8HA6RG92,51,01HQP4D79DCYY3RMMTTE26S1QR,2023-06-20,completed,Google Pay
30be5f03-b084-4d66-81e1-d971b007205d,5UW6HD6AA71,70,01HQP4D6DW43Q5Q8HT5DJBKDMA,2024-01-29,in progress,PayPal
31146ac6-a8be-4911-b340-2ff027f4fb2a,2V33U42HF67,29,01HQP4D34F50C7AETX004310EW,2024-01-05,failed,debit card
313fffcd-9e0d-4d03-9068-014a24f558d0,8VX3U15WG21,59,01HQP4D7A7NHVZEW25GDVPJHYS,2023-12-16,failed,debit card
31e36f56-ddb9-46b9-9063-b75a2f3921e3,1MG5J33DQ09,64,01HQP4D6PF2Q2V7C9HCXEHXGV7,2023-07-18,pending,Apple Pay
3332fb8f-aa66-469c-bdf1-084f39fb67b4,7QT1T38CQ83,1,01HQP4D1CZXXMN26Q1JJ01AEKM,2023-09-16,cancelled,Google Pay
335dd0a0-cd7c-4f0a-946a-d18c94416260,4ND6W41QW92,92,01HQP4D6M0Y1P41C7KABS57VHD,2023-06-13,failed,Google Pay
338e5dfd-8a5e-4b61-bc1c-577f44dffacf,4WV8UE2MG42,14,01HQP4D1CBV4FC7XMQ86VSWBZ4,2023-10-10,failed,PayPal
33c6c8e9-44cb-46ed-ac4b-32ea42927440,9XQ5VV5EW76,97,01HQP4D6EBMA6FEY5RZW3CKBD7,2023-12-18,in progress,Apple Pay
33d99b95-4133-46ce-b69a-14634e6ef75a,1EM0JG5FQ43,62,01HQP4D6G5A1NX4A9Q3YF0C7T7,2023-03-20,in progress,debit card
33de08ab-542d-4a11-b2ed-f321fe3da7fe,6QJ3F13UM57,69,01HQP4D54VYC92C0STGV3G0QTP,2024-02-22,completed,Google Pay
348cddc1-3e0b-4548-b768-0fb2b1c11b9d,6M32W77QE04,57,01HQP4D517PJH9FMCQNW9F4YKD,2023-12-10,completed,debit card
352da304-48ba-469c-baf3-cfdc993b4abb,2P94D65RP31,27,01HQP4D5A5EB4MRGAFXD0J2501,2023-07-29,in progress,debit card
36242c21-6183-45fa-b921-e0d8070d56d9,6J05DK5NE29,57,01HQP4D5106VVKP4HG2DGX9FWF,2024-01-04,failed,Google Pay
362c3a68-e425-4f71-bf89-3d255c9eebf6,7D27VR1JU52,75,01HQP4D59CFVGRPX44DVPGF45Z,2023-03-30,cancelled,Apple Pay
36e52789-c0fd-4be1-b08e-19d5e1bc88bb,3J07HV4HJ69,81,01HQP4D5C8HK57CP3AK3C3DZXP,2024-01-17,completed,credit card
372ddeb9-8566-4b50-ab2a-c29e1dd7b63d,4GU9Q60GJ24,54,01HQP4D4W2W05172CPX33A26PT,2024-02-13,completed,Venmo
37cf60f4-ff7f-4e9a-8852-5531156a921f,4FX4GD7UA53,38,01HQP4D4GM16W4RS90ZJ41X79E,2023-03-18,cancelled,debit card
37f6713d-6759-4943-b437-0e98b97ece48,3N11EW5UN36,15,01HQP4D3ZHX6Q8HT4BYDQ32SKX,2023-12-10,pending,credit card
38219195-5981-4641-9b3d-999c9768fb10,6JF7KC0ME02,29,01HQP4CZRVG3332J9V0HN1FCGA,2023-10-03,failed,PayPal
391013d6-1741-40fb-94af-7157e97a72c9,7T90KG3ED20,18,01HQP4D53MKKN9H2FM2RC6CZ5E,2023-03-30,cancelled,credit card
39760aaf-b28c-46bf-9401-3dc099c80742,6A24FN8QP00,9,01HQP4D4ND5DGQ95P9ZYWKAYPH,2023-03-26,completed,Apple Pay
3a0ba63c-63c5-4570-be48-9402dce8b8aa,2TY0MT9KQ10,6,01HQP4D1B27FPFZV8AC20YY2DV,2023-04-03,cancelled,Google Pay
3a0c3604-e93f-48f5-afc2-905509742075,5HH2QP4DH58,71,01HQP4D6ET6MQRS9KMWDM703P7,2023-08-29,in progress,credit card
3a136a48-34c3-4d34-99d5-087b3f8a3f12,5TD5FY6VD00,49,01HQP4D6JTJKZ6593PWYDC32WE,2023-03-05,cancelled,Venmo
3a38e5da-164f-44d8-bbc0-c5b52734fe77,5Y57Q10JK69,10,01HQP4CZRD490AR0SGWFW21BRY,2023-05-23,completed,PayPal
3a721a56-25a3-444f-9e8c-96d4599befc5,8D46HR8PT17,84,01HQP4D4HKKPTE8PTFQETWW5A7,2023-10-20,cancelled,debit card
